Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Branch_Code,Remarks,Loan_Status
LP001883,Female,No,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,,follow-up needed,N
LP001734,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,,Semiurban,BR-DEL,walk-in applicant,Y
LP001708,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,BR-KOL,,N
LP001875,Male,No,0,Graduate,  No ,4095,3447.0,151.0,,1.0,Rural,BR-BLR,,Y
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,,Rural,BR-MUM,,Y
LP200053,Male,Yes,2,Graduate,No,5653,0.0,137.0,372.0,,Semiurban,BR-DEL,,Y
LP200015,Male,No,0,Graduate,No,18945,0.0,473.0,348.0,1.0,Rural,BR-BLR,,N
LP001776,Female,no,0,Graduate,No,8333,0.0,,360.0,1.0,Semiurban,BR-DEL,,Y
LP001401,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,BR-DEL,,Y
LP001606,  Male ,Yes,0,Graduate,NO,3497,1964.0,116.0,360.0,1.0,Rural,BR-HYD,,Y
LP001046,MALE,Yes,1,Graduate,No,5955,5625.0,315.0,,1.0,Urban,BR-MUM,,Y
LP002732,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,BR-CHN,follow-up needed,Y
LP002142,Female,Yes,0,Graduate,yes,5500,0.0,105.0,360.0,0.0,Rural,BR-MUM,,N
LP001786,Male,Yes,0,Graduate,,5746,0.0,255.0,,,Urban,BR-HYD,,N
LP001157,Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,SEMIURBAN,BR-KOL,referred by agent,Y
LP200035,Male,YES,2,Graduate,Yes,6131,1386.0,115.0,348.0,1.0,Rural,,,Y
LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,BR-KOL,,Y
LP200118,Male,Yes,2,Graduate,No,1249,1156.0,16.0,132.0,1.0,Urban,BR-BLR,follow-up needed,Y
LP200082,Male,Yes,1,Graduate,No,6382,0.0,161.0,360.0,,Rural,BR-KOL,pending review,Y
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP200053,Male,Yes,2,Graduate,No,5653,0.0,137.0,372.0,,Semiurban,BR-DEL,,Y
LP001430,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,BR-KOL,walk-in applicant,N
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,BR-DEL,,N
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,BR-KOL,,Y
LP200070,Female,No,0,Graduate,No,3372,0.0,31.0,372.0,1.0,Urban,BR-HYD,,Y
LP001813,,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,BR-MUM,,N
LP200175,Female,Yes,2,Graduate,No,4095,2324.0,126.0,360.0,,Semiurban,BR-CHN,,Y
LP002319,Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban,BR-HYD,,Y
LP200039,Male,Yes,0,Not Graduate,No,8181,0.0,107.0,372.0,0.0,Urban,BR-HYD,walk-in applicant,N
LP001043,Male,Yes,0,Not Graduate,NO,7660,0.0,104.0,360.0,0.0,Urban,BR-BLR,pending review,N
LP001404,Female,,0,Graduate,No,3167,2283.0,154.0,360.0,,Semiurban,BR-KOL,,Y
LP001990,Male,,0,Not Graduate,No,2000,0.0,,360.0,1.0,Urban,BR-HYD,follow-up needed,N
LP001768,,Yes,0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,BR-MUM,,Y
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,BR-BLR,,N
LP002272,Male,,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,BR-DEL,pending review,Y
LP001972,Male,Yes,,  Not Graduate ,No,2875,1750.0,105.0,360.0,1.0,Semiurban,BR-DEL,pending review,Y
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,BR-DEL,referred by agent,Y
LP200098,Male,Yes,1,Graduate,No,2578,2142.0,111.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,  Semiurban ,BR-HYD,pending review,Y
LP001792,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001379,Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,URBAN,BR-MUM,,N
LP200092,,No,3+,Graduate,Yes,9935,0.0,311.0,384.0,1.0,Semiurban,BR-KOL,,Y
LP200099,Male,No,0,Graduate,No,3535,0.0,78.0,384.0,1.0,Urban,BR-HYD,,N
LP200110,,Yes,2,Graduate,No,7129,0.0,192.0,336.0,1.0,Urban,BR-HYD,pending review,Y
LP001114,Male,NO,0,Graduate,,4166,7210.0,184.0,360.0,1.0,Urban,BR-HYD,follow-up needed,Y
LP001671,Female,Yes,0,  Graduate ,No,3416,2816.0,113.0,360.0,,Semiurban,BR-BLR,,Y
LP001422,Female,No,0,  Graduate ,No,10408,0.0,259.0,360.0,1.0,Urban,BR-MUM,,Y
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,,Semiurban,BR-MUM,,N
LP001616,Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP200172,Female,No,0,Graduate,No,4099,0.0,116.0,348.0,1.0,SEMIURBAN,BR-MUM,,Y
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,URBAN,BR-HYD,follow-up needed,N
LP002522,  Female ,  No ,0,Graduate,YES,2500,0.0,93.0,360.0,,Urban,,,Y
LP001155,Female,Yes,0,Not Graduate,  No ,1928,1644.0,100.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002478,,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,BR-BLR,,Y
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,BR-KOL,,N
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,BR-MUM,referred by agent,Y
LP001760,Male,,,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,BR-MUM,,Y
LP200054,Male,Yes,0,Graduate,Yes,2383,3103.0,1433.0,348.0,1.0,Urban,BR-HYD,,Y
LP200012,Male,Yes,2,Graduate,Yes,9077,7895.0,382.0,288.0,1.0,RURAL,BR-CHN,,Y
LP200005,Male,Yes,0,Not Graduate,No,7587,0.0,106.0,336.0,0.0,Urban,BR-DEL,,N
LP001532,Male,,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,BR-KOL,walk-in applicant,N
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,BR-BLR,pending review,Y
LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,BR-HYD,,Y
LP002530,,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,BR-HYD,referred by agent,N
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,  Semiurban ,BR-MUM,pending review,N
LP001066,Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban,,,N
LP200007,Male,  Yes ,3+,Not Graduate,No,2823,1667.0,71.0,168.0,0.0,Urban,BR-BLR,,N
LP001482,Male,Yes,0,Graduate,YES,3459,0.0,25.0,120.0,1.0,Semiurban,BR-KOL,,Y
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,BR-MUM,,N
LP002393,Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,BR-CHN,,Y
LP200157,Female,No,0,Graduate,No,7994,0.0,279.0,360.0,1.0,Semiurban,BR-HYD,referred by agent,Y
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban,BR-CHN,,Y
LP001008,Male,No,,Graduate,,6000,0.0,141.0,360.0,,Urban,BR-DEL,,Y
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001498,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,BR-MUM,,Y
LP001519,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,BR-CHN,,N
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,BR-MUM,referred by agent,Y
LP200141,Male,No,1,Graduate,No,4095,1857.0,119.0,372.0,1.0,Urban,BR-CHN,follow-up needed,Y
LP001938,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,  Semiurban ,BR-DEL,follow-up needed,N
LP001273,Male,Yes,0,GRADUATE,no,6000,2250.0,265.0,360.0,,Semiurban,BR-CHN,,N
LP200174,Male,Yes,1,  Graduate ,No,4619,1523.0,124.0,372.0,1.0,Rural,BR-DEL,,N
LP002424,Male,Yes,0,GRADUATE,No,7333,8333.0,175.0,300.0,,Rural,BR-BLR,,Y
LP001637,Male,Yes,1,Graduate,No,33846,0.0,260.0,360.0,1.0,Semiurban,BR-KOL,,N
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,BR-MUM,referred by agent,Y
LP200075,Male,Yes,2,Graduate,Yes,2594,4417.0,179.0,336.0,1.0,Rural,BR-MUM,,Y
LP200021,male,Yes,0,Graduate,  No ,3898,3074.0,202.0,348.0,1.0,Semiurban,BR-BLR,,Y
LP001488,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,BR-KOL,,N
LP001109,Male,yes,0,Graduate,No,1828,1330.0,100.0,,0.0,urban,BR-CHN,,N
LP002472,Male,  No ,2,  Graduate ,No,4354,0.0,136.0,360.0,1.0,Rural,BR-HYD,,Y
LP001421,,Yes,0,Graduate,No,5568,2142.0,175.0,,1.0,Rural,BR-HYD,,N
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,BR-MUM,pending review,N
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,,360.0,0.0,Rural,BR-CHN,,N
LP001788,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,,Urban,BR-MUM,,Y
LP001870,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,BR-MUM,,N
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,BR-CHN,,N
LP200149,Male,Yes,3+,Graduate,NO,8324,4743.0,133.0,348.0,,Rural,BR-KOL,,Y
LP001835,Male,,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,BR-CHN,,N
LP001024,Male,Yes,2,Graduate,  No ,3200,700.0,70.0,360.0,1.0,Urban,BR-DEL,pending review,Y
LP002529,Male,Yes,,Graduate,  No ,6700,1750.0,230.0,300.0,1.0,Semiurban,BR-CHN,,Y
LP001011,Male,Yes,2,Graduate,Yes,5417,4196.0,,360.0,1.0,Urban,,,Y
LP001518,Male,,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,BR-DEL,,Y
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,BR-HYD,,Y
LP200166,Male,Yes,3+,Graduate,No,4107,1756.0,157.0,,,Urban,BR-HYD,,Y
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,,Rural,BR-BLR,follow-up needed,N
LP001029,Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,BR-MUM,walk-in applicant,N
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,,360.0,1.0,Semiurban,BR-CHN,pending review,Y
LP001493,Male,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,RURAL,BR-BLR,,N
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,BR-DEL,,N
LP002335,Female,Yes,0,  Not Graduate ,No,2149,3237.0,1219.0,360.0,0.0,Semiurban,BR-KOL,pending review,N
LP001316,Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP002139,Male,Yes,0,Graduate,No,9083,0.0,1621.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,,1.0,  Rural ,BR-MUM,,Y
LP001841,,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,BR-DEL,pending review,Y
LP001350,Male,Yes,,Graduate,No,13650,0.0,,360.0,1.0,Urban,BR-KOL,walk-in applicant,Y
LP002429,Male,yes,1,Graduate,Yes,23576,1210.0,130.0,360.0,1.0,Rural,BR-CHN,walk-in applicant,Y
LP002755,Male,Yes,1,Not Graduate,,2239,2524.0,128.0,360.0,1.0,Urban,BR-CHN,,Y
LP002690,Male,No,0,Graduate,NO,2500,0.0,55.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,,Urban,BR-KOL,,N
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,,Semiurban,BR-CHN,walk-in applicant,Y
LP001849,Male,No,0,Not Graduate,No,6045,0.0,,360.0,0.0,Rural,BR-BLR,,N
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,BR-HYD,,Y
LP002409,MALE,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,,Rural,BR-DEL,,Y
LP200061,Male,Yes,0,Graduate,No,5826,0.0,132.0,348.0,1.0,Rural,BR-HYD,referred by agent,Y
LP001319,Male,Yes,2,Not Graduate,  No ,3273,1820.0,81.0,360.0,1.0,Urban,,pending review,Y
LP001924,,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,RURAL,BR-CHN,,Y
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP200042,Male,Yes,0,Not Graduate,No,2934,2998.0,,336.0,0.0,Urban,BR-MUM,referred by agent,N
LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,BR-KOL,,Y
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,BR-KOL,,N
LP001369,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,BR-CHN,,Y
LP001751,Male,Yes,,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,BR-DEL,pending review,N
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002100,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,BR-HYD,pending review,Y
LP001859,Male,,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,BR-MUM,,N
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,BR-DEL,,N
LP001253,Male,Yes,3+,Graduate,YES,5266,1774.0,187.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP001647,Male,Yes,0,Graduate,NO,9328,0.0,188.0,,1.0,Rural,BR-KOL,walk-in applicant,Y
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,BR-CHN,,Y
LP200091,Male,Yes,1,Graduate,Yes,2850,0.0,94.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002743,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,BR-CHN,,N
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,,360.0,0.0,Rural,BR-KOL,referred by agent,N
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,BR-MUM,pending review,Y
LP200011,Male,Yes,,Graduate,No,2337,2239.0,100.0,372.0,1.0,Semiurban,BR-HYD,referred by agent,Y
LP001370,Male,No,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,BR-HYD,,N
LP002459,Male,yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,BR-CHN,pending review,Y
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,BR-CHN,,N
LP002244,Male,Yes,,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,BR-DEL,follow-up needed,Y
LP001931,Female,No,,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP002524,Male,NO,2,  Graduate ,No,5532,4648.0,162.0,360.0,1.0,Rural,BR-BLR,referred by agent,Y
LP200072,Male,Yes,3+,Graduate,No,7825,0.0,127.0,180.0,1.0,Urban,BR-CHN,,Y
LP001013,MALE,,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,BR-HYD,pending review,Y
LP001565,Male,Yes,1,GRADUATE,,3089,1280.0,121.0,360.0,0.0,Semiurban,BR-MUM,walk-in applicant,N
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,BR-CHN,,N
LP001546,Male,No,0,Graduate,,2980,2083.0,120.0,360.0,1.0,Rural,BR-DEL,,Y
LP002603,Female,No,0,Graduate,no,645,3683.0,113.0,480.0,1.0,Rural,BR-HYD,,Y
LP002697,Male,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,BR-MUM,,N
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,BR-KOL,pending review,Y
LP200013,Male,Yes,0,Graduate,No,1875,3677.0,139.0,384.0,1.0,Semiurban,BR-DEL,,Y
LP002113,FEMALE,No,3+,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,BR-DEL,,N
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,BR-CHN,,Y
LP001027,Male,Yes,2,Graduate,,2500,1840.0,,360.0,1.0,Urban,BR-KOL,pending review,Y
LP002741,Female,Yes,1,Graduate,,4608,2845.0,140.0,180.0,1.0,semiurban,BR-HYD,,Y
LP200079,Male,YES,2,Graduate,,5033,0.0,136.0,372.0,1.0,Urban,BR-HYD,,Y
LP200153,MALE,Yes,2,Graduate,No,3838,0.0,94.0,360.0,,Semiurban,BR-BLR,,Y
LP200018,Male,Yes,0,Not Graduate,No,2339,1947.0,102.0,372.0,1.0,Rural,BR-HYD,,Y
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,BR-HYD,pending review,Y
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,,,Y
LP001248,Male,No,0,graduate,No,3500,0.0,,300.0,1.0,Semiurban,BR-MUM,,Y
LP200066,Male,Yes,1,Graduate,,5556,1103.0,25.0,360.0,1.0,Semiurban,BR-BLR,,Y
LP200062,Male,Yes,0,Not Graduate,No,4164,0.0,119.0,384.0,,Rural,BR-BLR,,Y
LP200045,male,No,0,Graduate,No,1824,3014.0,108.0,348.0,1.0,Rural,BR-MUM,,N
LP002586,Female,Yes,1,GRADUATE,No,3326,913.0,105.0,84.0,1.0,Semiurban,BR-DEL,,Y
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,BR-BLR,,Y
LP002949,Female,No,3+,GRADUATE,,416,41667.0,350.0,180.0,,  Urban ,BR-HYD,,N
LP001581,Male,Yes,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,BR-CHN,,Y
LP001356,Male,Yes,0,  Graduate ,NO,4652,3583.0,,360.0,1.0,Semiurban,BR-KOL,,Y
LP001964,MALE,Yes,0,Not Graduate,NO,1800,2934.0,93.0,360.0,0.0,URBAN,BR-HYD,,N
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,,follow-up needed,Y
LP002537,  Male ,Yes,0,Graduate,,2083,3150.0,128.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP001002,Male,No,0,Graduate,No,5849,0.0,,360.0,1.0,Urban,BR-MUM,,Y
LP200026,Male,No,0,Not Graduate,Yes,2516,2170.0,818.0,348.0,1.0,Rural,BR-DEL,,Y
LP001432,Male,Yes,2,GRADUATE,No,2957,0.0,,,1.0,Semiurban,BR-HYD,,Y
LP200006,female,No,0,Graduate,No,4045,0.0,44.0,372.0,1.0,Semiurban,BR-DEL,,Y
LP200111,Male,yes,3+,Graduate,No,7290,0.0,126.0,180.0,1.0,Urban,,,Y
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,BR-HYD,,Y
LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,1037.0,180.0,1.0,Urban,BR-BLR,,Y
LP001732,MALE,Yes,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,BR-KOL,,N
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,BR-MUM,,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural,BR-MUM,,N
LP002277,Female,No,0,Graduate,,3180,0.0,71.0,360.0,0.0,Urban,BR-MUM,,N
LP001644,,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,,,Y
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,,1.0,Urban,BR-BLR,,Y
LP200162,Male,Yes,0,Not Graduate,No,3332,4012.0,146.0,,0.0,RURAL,BR-HYD,,N
LP001034,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,,Urban,BR-HYD,,Y
LP001267,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,BR-HYD,walk-in applicant,N
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,  Semiurban ,BR-CHN,,Y
LP001047,Male,Yes,0,  Not Graduate ,No,2600,1911.0,116.0,360.0,0.0,Semiurban,BR-KOL,,N
LP001677,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,BR-HYD,,Y
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,BR-DEL,,Y
LP001935,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,BR-KOL,,Y
LP001528,Male,No,,GRADUATE,No,6277,0.0,118.0,360.0,0.0,Rural,BR-BLR,,N
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,BR-CHN,,Y
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,BR-CHN,,N
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,BR-HYD,,Y
LP200029,Male,Yes,1,Graduate,No,8231,2367.0,188.0,348.0,1.0,Urban,BR-DEL,,Y
LP001106,  Male ,Yes,0,Graduate,No,2275,2067.0,,360.0,1.0,Urban,BR-MUM,,Y
LP001449,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,BR-HYD,,Y
LP001536,Male,yes,3+,Graduate,,39999,0.0,600.0,180.0,0.0,Semiurban,BR-CHN,,Y
LP200129,Female,Yes,1,Graduate,No,4555,3017.0,147.0,,1.0,Semiurban,BR-DEL,,Y
LP001391,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,,0.0,Rural,BR-DEL,referred by agent,N
LP001877,,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,BR-KOL,,Y
LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,BR-HYD,,N
LP001754,,YES,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,BR-BLR,,N
LP001206,Male,Yes,3+,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,BR-CHN,,Y
LP200155,Male,Yes,0,Graduate,,1937,2246.0,93.0,336.0,,Urban,BR-MUM,,Y
LP002926,Male,,,Graduate,Yes,2726,0.0,106.0,360.0,,Semiurban,BR-BLR,,N
LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,  Rural ,BR-MUM,,N
LP001749,Male,Yes,0,graduate,No,7578,1010.0,,,1.0,Semiurban,BR-DEL,pending review,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,,Rural,BR-MUM,,Y
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,BR-HYD,pending review,Y
LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,,0.0,Rural,BR-DEL,,N
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,,1.0,Rural,BR-HYD,referred by agent,Y
LP200089,MALE,  Yes ,0,Not Graduate,Yes,2667,3286.0,155.0,180.0,0.0,Rural,BR-BLR,follow-up needed,N
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,BR-DEL,follow-up needed,Y
LP200180,Male,Yes,0,Graduate,No,6234,2663.0,184.0,360.0,,Rural,BR-CHN,,N
LP200067,Male,Yes,0,Graduate,No,8352,0.0,283.0,372.0,1.0,Urban,BR-BLR,,N
LP001541,Male,Yes,1,Graduate,NO,47824,0.0,160.0,360.0,,RURAL,BR-CHN,follow-up needed,Y
LP001222,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,BR-CHN,follow-up needed,N
LP001197,Male,Yes,0,Graduate,No,3366,2200.0,933.0,360.0,1.0,Rural,BR-MUM,pending review,N
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,BR-HYD,,Y
LP001100,  Male ,No,3+,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,BR-BLR,,N
LP200107,,Yes,2,Not Graduate,No,5746,1636.0,185.0,504.0,1.0,Semiurban,BR-CHN,walk-in applicant,N
LP001120,Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,BR-BLR,walk-in applicant,Y
LP200057,Female,No,0,Graduate,NO,3708,0.0,109.0,384.0,1.0,Semiurban,BR-MUM,,Y
LP200010,Male,No,2,Graduate,No,4466,0.0,129.0,360.0,1.0,Rural,BR-CHN,walk-in applicant,Y
LP001641,MALE,Yes,1,Graduate,YES,2178,0.0,66.0,300.0,0.0,Rural,BR-DEL,,N
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,BR-DEL,,Y
LP001144,Male,Yes,0,Graduate,NO,5821,0.0,144.0,360.0,1.0,Urban,BR-MUM,,Y
LP200037,Male,No,0,Graduate,Yes,20475,0.0,609.0,468.0,,Urban,BR-HYD,,Y
LP200034,,No,0,Graduate,No,3540,0.0,70.0,372.0,1.0,Urban,BR-KOL,pending review,Y
LP001119,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,BR-BLR,,N
